 234.000000	 257.000000	 67.000000	
 355.000000	 221.000000	 47.000000	
 302.000000	 271.000000	 70.000000	
 354.000000	 206.000000	 56.000000	
 204.000000	 308.000000	 49.000000	
 295.000000	 303.000000	 64.000000	
 345.000000	 283.000000	 69.000000	
 187.000000	 222.000000	 76.000000	
 304.000000	 265.000000	 9.000000	
 342.000000	 266.000000	 68.000000	
 304.000000	 315.000000	 50.000000	
 218.000000	 225.000000	 75.000000	
 303.000000	 172.000000	 46.000000	
 224.000000	 304.000000	 43.000000	
 189.000000	 185.000000	 64.000000	
 331.000000	 267.000000	 28.000000	
 331.000000	 304.000000	 44.000000	
 325.000000	 301.000000	 69.000000	
 195.000000	 257.000000	 47.000000	
 350.000000	 258.000000	 68.000000	
 199.000000	 311.000000	 60.000000	
 344.000000	 257.000000	 49.000000	
 338.000000	 225.000000	 29.000000	
 213.000000	 310.000000	 55.000000	
 206.000000	 231.000000	 19.000000	
 254.000000	 169.000000	 52.000000	
 225.000000	 162.000000	 55.000000	
 324.000000	 271.000000	 60.000000	
 220.000000	 134.000000	 71.000000	
 351.000000	 267.000000	 75.000000	
 222.000000	 303.000000	 63.000000	
 251.000000	 173.000000	 49.000000	
 315.000000	 276.000000	 13.000000	
 327.000000	 268.000000	 21.000000	
 196.000000	 298.000000	 69.000000	
 296.000000	 176.000000	 43.000000	
 227.000000	 227.000000	 26.000000	
 293.000000	 311.000000	 47.000000	
 206.000000	 308.000000	 51.000000	
 304.000000	 288.000000	 15.000000	
 354.000000	 235.000000	 51.000000	
 303.000000	 314.000000	 36.000000	
 218.000000	 235.000000	 17.000000	
 332.000000	 282.000000	 43.000000	
 334.000000	 234.000000	 26.000000	
 302.000000	 255.000000	 21.000000	
 198.000000	 288.000000	 26.000000	
 226.000000	 274.000000	 23.000000	
 341.000000	 274.000000	 25.000000	
 219.000000	 268.000000	 16.000000	
 211.000000	 192.000000	 53.000000	
 344.000000	 243.000000	 31.000000	
 227.000000	 164.000000	 46.000000	
 343.000000	 263.000000	 44.000000	
 192.000000	 268.000000	 46.000000	
 214.000000	 205.000000	 41.000000	
 300.000000	 236.000000	 21.000000	
 294.000000	 311.000000	 43.000000	
 223.000000	 234.000000	 67.000000	
 308.000000	 316.000000	 70.000000	
 231.000000	 267.000000	 31.000000	
 235.000000	 244.000000	 26.000000	
 331.000000	 183.000000	 48.000000	
 354.000000	 206.000000	 52.000000	
 206.000000	 194.000000	 39.000000	
 188.000000	 285.000000	 73.000000	
 224.000000	 240.000000	 20.000000	
 208.000000	 275.000000	 22.000000	
 302.000000	 254.000000	 24.000000	
 348.000000	 268.000000	 52.000000	
 206.000000	 253.000000	 17.000000	
 345.000000	 281.000000	 70.000000	
 323.000000	 307.000000	 60.000000	
 240.000000	 155.000000	 60.000000	
 326.000000	 247.000000	 18.000000	
