 194	 268	 73	
 344	 252	 82	
 143	 193	 79	
 182	 266	 84	
 346	 188	 63	
 177	 149	 47	
 337	 209	 41	
 165	 179	 56	
 363	 244	 90	
 194	 289	 90	
 330	 173	 66	
 299	 257	 93	
 201	 162	 53	
 336	 203	 75	
 291	 234	 65	
 320	 140	 47	
 170	 138	 91	
 214	 170	 78	
 344	 243	 91	
 233	 255	 62	
 160	 205	 63	
 235	 245	 78	
 151	 225	 91	
 358	 175	 67	
 217	 268	 69	
 305	 269	 68	
 329	 164	 42	
 323	 242	 94	
 172	 136	 74	
 297	 257	 85	
 296	 147	 48	
 340	 249	 73	
 241	 102	 76	
 216	 219	 31	
 176	 212	 90	
 325	 247	 46	
 180	 197	 47	
 221	 220	 40	
 207	 183	 76	
 332	 236	 72	
 183	 154	 73	
 352	 185	 49	
 290	 115	 51	
 323	 228	 62	
 362	 217	 67	
 208	 115	 78	
 223	 129	 70	
 345	 235	 63	
 275	 111	 62	
 209	 255	 90	
 201	 157	 55	
 222	 199	 36	
 169	 152	 62	
 360	 165	 92	
 168	 199	 74	
 159	 203	 76	
 336	 164	 53	
 331	 232	 65	
 346	 235	 83	
 333	 184	 78	
 316	 243	 51	
 294	 231	 77	
 179	 129	 82	
 182	 215	 42	
 224	 220	 89	
 290	 200	 36	
 162	 277	 89	
 320	 278	 82	
 176	 142	 66	
 288	 124	 53	
 330	 214	 35	
 231	 220	 78	
 153	 206	 56	
 211	 283	 85	
 365	 220	 81	
 339	 200	 55	
 187	 260	 61	
 210	 122	 71	
 276	 115	 60	
 337	 125	 79	
 322	 179	 70	
 352	 185	 48	
 351	 221	 82	
 216	 236	 34	
 359	 223	 72	
 338	 183	 84	
 162	 237	 53	
 358	 237	 93	
 160	 154	 64	
 288	 118	 70	
 226	 256	 64	
 228	 246	 70	
 335	 198	 46	
 183	 242	 37	
 296	 203	 50	
 325	 142	 72	
 318	 271	 73	
 319	 118	 58	
 223	 209	 97	
 362	 174	 90	
 286	 241	 41	
 370	 215	 72	
 294	 243	 93	
 201	 228	 74	
 359	 223	 71	
 189	 188	 78	
 152	 238	 82	
 200	 135	 46	
 179	 276	 73	
 214	 251	 44	
 348	 192	 88	
 218	 230	 57	
 167	 195	 56	
 173	 165	 46	
 315	 157	 60	
 164	 168	 83	
 149	 193	 64	
 337	 164	 53	
 204	 166	 45	
 211	 222	 37	
 234	 235	 53	
 189	 213	 49	
 332	 209	 42	
 277	 142	 47	
 351	 168	 89	
 352	 162	 94	
 229	 199	 50	
 159	 140	 90	
 196	 183	 40	
 207	 252	 80	
 206	 282	 70	
 302	 168	 42	
 320	 213	 38	
 180	 221	 42	
 297	 206	 47	
 311	 281	 88	
 366	 203	 92	
 333	 246	 52	
 305	 170	 41	
 210	 166	 53	
 216	 222	 36	
 291	 264	 73	
 297	 148	 51	
 360	 213	 90	
 198	 157	 70	
 291	 115	 71	
 203	 124	 77	
 298	 234	 46	
 200	 236	 70	
 158	 237	 87	
 353	 209	 65	
 295	 122	 67	
 305	 258	 68	
 224	 120	 52	
 358	 250	 76	
 335	 214	 49	
 328	 246	 46	
 331	 267	 58	
 298	 173	 40	
 207	 288	 71	
 333	 166	 54	
 356	 174	 93	
 339	 196	 84	
 330	 254	 57	
 159	 174	 61	
 166	 195	 55	
 355	 253	 74	
 308	 204	 48	
 208	 289	 75	
 330	 150	 78	
 367	 192	 89	
 161	 268	 87	
 188	 248	 44	
 347	 234	 49	
 227	 248	 94	
 320	 172	 44	
 311	 185	 59	
 313	 164	 72	
 366	 177	 79	
 176	 209	 45	
 279	 143	 48	
 301	 124	 56	
 223	 185	 44	
 320	 203	 80	
 152	 215	 72	
 313	 269	 89	
 192	 136	 52	
 223	 227	 53	
 306	 109	 80	
 267	 128	 46	
 301	 259	 95	
 290	 122	 60	
 328	 236	 82	
 354	 189	 79	
 303	 248	 83	
 284	 206	 34	
 191	 272	 66	
 305	 123	 55	
 321	 106	 77	
 350	 232	 61	
 204	 190	 53	
 185	 152	 52	
 291	 253	 57	
 347	 256	 78	
 335	 208	 75	
 354	 208	 55	
 345	 198	 84	
 297	 235	 69	
 323	 247	 63	
 317	 165	 71	
 305	 263	 73	
 317	 107	 72	
 356	 196	 51	
 348	 241	 92	
 223	 121	 52	
 360	 243	 80	
 346	 254	 71	
 139	 162	 91	
 210	 140	 58	
 302	 230	 64	
 359	 194	 61	
 180	 168	 78	
 181	 247	 95	
 158	 152	 82	
 170	 211	 39	
 203	 235	 35	
 175	 254	 90	
 138	 164	 91	
 294	 214	 34	
 336	 267	 66	
 186	 226	 55	
 355	 266	 88	
 313	 119	 75	
 240	 108	 73	
 331	 267	 58	
 239	 112	 72	
 287	 248	 98	
 232	 224	 56	
 150	 179	 88	
 152	 219	 67	
 185	 169	 51	
 226	 222	 96	
 360	 236	 66	
 347	 248	 77	
 317	 185	 39	
 362	 233	 94	
 305	 242	 38	
 175	 239	 49	
 204	 253	 56	
 195	 219	 40	
 229	 126	 63	
 143	 227	 86	
 289	 218	 40	
 157	 232	 85	
 285	 188	 36	
 161	 267	 81	
