65	189	60
166	125	25
77	128	21
64	179	60
37	135	50
161	181	9
185	201	69
98	200	41
51	108	45
46	186	47
84	210	56
230	151	65
90	174	35
166	178	16
66	83	58
56	106	34
101	169	63
69	173	34
232	127	62
82	200	22
160	184	20
197	174	66
155	152	13
76	154	51
176	199	39
63	194	35
176	187	78
205	141	37
222	124	39
81	133	23
159	196	33
196	177	32
166	194	69
215	168	28
82	197	30
49	108	37
79	105	56
67	198	22
169	197	66
179	176	17
65	121	40
83	182	11
50	171	54
51	164	50
84	189	25
175	209	53
178	183	45
225	164	63
201	143	44
51	190	67
88	206	36
198	169	35
60	201	40
175	144	29
190	165	72
200	190	40
188	108	30
190	168	38
82	194	52
194	106	36
55	143	24
202	201	67
191	185	47
85	209	33
174	158	26
196	139	27
178	91	44
214	150	39
197	201	57
78	173	15
52	190	61
167	187	21
44	152	63
168	122	26
96	186	48
72	193	42
170	169	22
93	176	7
210	169	59
164	203	58
99	195	37
190	180	14
181	202	47
67	134	24
44	172	52
217	171	44
167	123	29
66	185	68
93	155	58
30	172	65
197	143	16
64	118	25
181	206	57
66	178	51
73	212	57
198	101	43
52	184	37
37	129	48
203	187	52
185	98	44
67	174	29
97	167	53
70	129	36
93	192	44
76	142	63
66	184	62
71	205	67
65	195	70
67	167	59
170	180	6
94	174	6
168	142	18
46	176	27
79	184	10
51	96	38
85	187	32
70	75	46
24	138	71
76	180	29
80	89	34
65	184	63
63	188	33
183	129	22
96	189	41
94	85	37
84	212	51
57	120	50
80	131	39
184	190	40
189	160	74
207	169	17
173	115	31
60	169	38
224	170	47
192	190	66
190	125	40
81	148	56
166	193	40
31	112	64
193	111	42
100	174	41
183	119	28
200	139	17
178	176	16
94	182	66
77	125	28
55	167	63
180	201	55
231	116	67
171	153	73
197	188	21
182	202	35
200	182	78
165	192	51
32	145	67
84	109	42
73	172	9
191	176	50
49	167	26
184	143	43
82	152	54
75	98	51
223	156	47
63	148	28
189	111	38
168	177	8
89	93	51
85	202	72
74	195	17
65	173	11
47	173	65
95	175	8
166	148	21
207	178	34
179	194	48
198	164	47
77	154	51
214	141	52
68	184	54
86	182	27
187	157	52
228	118	66
84	194	74
65	173	11
56	194	61
43	191	60
80	162	13
102	180	44
81	194	71
174	175	32
65	189	59
89	94	50
58	178	56
217	155	60
191	168	31
58	97	54
50	186	73
79	210	55
57	193	60
91	159	18
153	177	11
61	165	66
186	91	44
78	128	20
103	169	23
66	202	51
209	196	62
93	180	11
80	80	61
68	192	72
91	86	35
70	173	49
87	98	35
215	140	26
58	132	58
41	189	52
108	182	29
54	143	46
155	183	18
166	183	10
84	97	43
51	149	32
202	183	31
167	125	24
84	174	51
76	136	25
39	116	53
202	162	38
58	125	24
185	125	26
186	174	49
85	156	29
173	196	46
98	170	73
212	109	56
47	194	72
175	173	59
56	183	71
165	197	15
85	108	29
178	189	79
210	141	59
219	135	40
183	173	53
79	103	38
50	189	35
76	113	27
158	162	11
180	162	39
59	164	32
39	187	74
195	182	45
100	170	64
51	117	37
203	154	62
91	193	79
205	159	56
191	164	75
178	197	62
201	119	52
180	90	41
188	157	71
104	166	9
195	146	40
86	71	55
168	194	67
185	156	20
183	131	39
85	194	76
174	191	20
54	130	44
84	149	63
222	120	64
218	157	66
86	145	19
164	192	26
65	146	17
195	146	40
181	126	40
72	214	35
227	151	42
92	187	19
221	158	65
57	129	48
85	116	30
65	208	63
185	163	14
38	176	39
105	172	55
204	161	37
68	176	56
188	178	16
72	198	26
35	139	47
215	151	40
89	182	67
227	143	73
76	206	60
67	110	55
222	132	58
