90	112	29
80	132	27
64	99	36
170	181	68
80	72	47
95	83	42
192	128	26
172	188	78
58	98	40
95	152	66
176	190	51
49	162	37
201	178	66
210	155	59
212	139	43
52	72	66
169	185	69
87	169	40
188	126	35
221	110	50
185	179	69
70	124	56
65	179	37
54	93	56
171	186	76
75	101	49
50	161	46
182	104	36
64	157	20
195	158	26
64	154	21
209	165	43
88	152	13
171	183	71
76	166	52
184	166	13
79	163	17
205	161	28
80	174	43
164	158	24
174	148	14
48	164	56
81	162	37
51	97	62
57	141	42
91	171	18
88	149	18
70	162	21
180	182	50
171	162	30
64	171	63
94	173	66
169	185	77
208	119	45
81	118	29
56	128	31
56	87	49
39	115	61
50	120	37
60	104	45
87	81	55
223	165	70
62	152	26
212	133	55
49	166	47
64	116	43
70	169	67
59	137	39
80	125	53
178	150	52
75	108	36
52	97	63
61	199	84
176	191	80
74	100	31
169	148	16
39	143	51
75	172	23
42	110	48
183	97	39
194	126	42
85	186	76
174	162	24
67	85	46
224	132	65
82	172	15
194	176	55
201	197	79
84	97	33
64	161	24
200	136	54
175	157	70
82	182	51
206	175	68
59	140	28
210	181	58
178	154	36
181	90	41
203	141	26
211	161	61
69	96	53
46	94	60
94	171	62
83	121	21
208	184	73
64	141	46
214	128	59
74	182	58
76	186	63
196	161	25
44	136	44
197	189	51
218	182	71
46	84	66
200	191	67
86	182	49
220	147	65
79	149	17
90	159	69
175	151	17
91	186	59
170	166	25
201	166	24
64	185	50
68	164	31
56	118	36
180	91	40
60	157	39
99	79	41
33	133	51
65	139	28
188	118	28
88	135	22
82	124	35
65	147	58
62	170	30
59	100	60
46	117	56
189	184	62
94	173	64
71	136	34
170	166	34
187	137	47
67	135	35
47	173	63
84	142	63
184	183	47
77	137	31
63	134	54
74	171	31
98	172	43
81	137	38
79	183	47
80	196	81
166	177	80
177	110	31
185	151	47
83	163	18
183	171	58
41	130	51
90	183	81
77	198	72
70	131	40
160	162	10
50	148	47
198	137	28
85	96	30
90	160	35
66	153	22
191	194	58
168	188	58
60	90	49
184	142	35
66	173	63
216	109	47
48	174	75
37	174	69
87	87	38
86	175	47
63	94	37
211	87	53
77	158	61
189	132	24
211	178	61
75	140	17
173	189	39
59	117	57
65	71	61
175	158	36
72	64	61
78	188	68
170	102	32
80	165	24
70	140	29
74	171	36
66	105	34
61	198	72
186	165	49
81	163	26
76	186	64
86	111	27
72	76	47
81	169	37
83	173	18
183	133	29
202	105	40
67	108	31
196	192	73
180	173	54
185	187	76
48	134	42
84	180	73
169	173	13
74	164	51
64	88	63
68	185	59
36	153	63
59	92	50
171	162	62
71	176	35
80	158	29
65	136	34
223	137	48
60	163	63
55	125	34
190	169	38
66	196	65
193	173	50
178	178	28
35	135	64
87	186	55
184	151	31
56	128	45
174	184	38
45	126	50
174	148	22
198	169	62
70	140	41
85	174	48
73	96	57
170	179	60
79	164	38
167	169	64
199	160	32
175	193	52
202	168	47
170	172	76
163	162	21
68	122	46
178	161	46
84	142	21
86	178	69
197	152	42
214	159	59
173	165	25
210	171	50
82	97	33
172	185	42
171	183	64
62	118	29
166	90	35
210	122	44
80	141	62
37	183	79
89	113	27
176	125	31
186	145	38
61	192	78
86	184	79
87	181	53
78	153	65
39	144	51
69	194	80
205	100	48
169	181	73
209	159	56
176	186	44
67	95	54
37	176	68
68	140	28
186	158	39
87	183	82
188	173	53
195	158	68
60	198	83
223	146	51
185	140	22
184	190	48
101	64	56
212	128	47
85	86	33
61	121	56
194	148	46
154	153	19
99	151	69
203	146	35
80	109	31
199	150	23
80	165	29
206	182	52
