91	113	30
82	133	29
65	99	38
170	180	73
83	70	48
101	83	43
192	128	28
172	187	83
58	95	43
96	151	70
176	191	56
50	166	41
201	178	73
210	156	66
213	142	47
50	72	68
169	184	74
88	171	44
188	126	38
224	112	55
184	178	75
73	125	61
67	182	41
47	93	63
171	185	81
77	100	52
48	167	51
179	102	37
63	159	21
196	160	28
64	156	22
209	168	47
89	153	14
171	182	77
75	168	58
186	168	14
79	165	18
206	164	30
81	176	47
164	158	25
175	148	14
47	168	63
82	163	40
51	98	66
57	143	45
91	172	19
88	150	19
71	163	22
180	183	55
171	163	32
64	173	70
94	172	71
169	184	82
206	120	49
83	118	31
54	130	32
55	86	51
39	118	65
48	120	39
60	104	47
89	82	58
225	166	77
61	155	27
213	134	62
48	171	53
65	117	45
70	169	73
59	139	42
83	125	57
178	150	57
77	108	38
52	98	67
61	198	90
176	190	85
75	99	32
170	149	17
38	147	56
75	174	24
40	109	52
182	96	41
194	126	45
85	185	81
174	162	25
68	84	48
223	131	71
81	174	16
194	177	61
201	197	85
87	97	35
64	163	25
200	138	60
175	155	76
82	184	56
206	175	75
58	142	29
211	184	65
178	157	39
180	89	43
205	143	27
211	162	68
69	96	57
45	95	64
94	170	67
83	121	21
208	185	80
66	142	49
214	128	65
74	183	64
76	186	69
197	163	27
41	139	47
197	191	57
218	183	78
45	85	69
200	191	74
86	183	54
220	148	71
79	150	18
90	158	73
176	151	18
90	187	64
170	167	27
202	169	26
63	189	56
70	166	33
55	119	38
179	90	42
61	161	43
105	78	42
32	136	56
65	141	29
188	116	29
88	136	23
86	124	38
66	149	65
62	174	32
60	102	64
46	119	61
188	183	69
94	172	69
73	137	36
170	167	37
187	138	50
68	136	38
47	174	69
86	142	68
184	184	52
79	138	34
64	136	60
75	174	32
98	174	47
84	138	41
79	185	51
80	195	87
166	175	85
176	108	32
184	151	51
83	164	19
184	172	65
40	131	55
90	182	87
77	197	78
73	131	43
160	162	10
50	151	51
200	138	30
88	97	31
92	161	38
66	155	23
190	198	64
168	188	64
60	90	52
183	142	38
66	173	69
217	109	52
47	175	82
36	176	74
91	88	40
86	176	52
64	93	39
212	85	57
77	158	67
192	132	25
213	180	69
74	141	17
173	190	43
60	118	63
64	70	66
175	159	40
72	64	64
78	188	74
168	101	33
80	166	25
72	141	31
76	173	39
66	104	35
61	197	78
187	167	54
81	164	27
76	186	70
90	112	28
74	75	49
82	171	40
83	174	19
183	133	31
203	105	42
67	107	32
196	192	79
180	173	60
184	186	82
47	137	45
84	179	79
169	174	14
73	166	56
64	89	67
68	186	65
32	154	69
60	89	53
171	160	67
73	178	38
81	159	31
67	137	37
227	140	54
60	164	69
54	126	36
191	171	42
66	196	71
193	174	56
177	180	30
32	136	69
86	187	60
183	151	33
56	130	48
174	186	42
43	126	55
174	148	23
197	169	69
72	141	44
86	174	53
74	96	61
170	178	65
80	166	42
167	168	70
199	162	35
175	194	57
202	170	54
170	170	82
163	163	22
71	123	49
178	162	50
84	143	22
86	177	75
197	154	45
214	161	66
173	165	26
211	173	57
85	97	34
172	186	46
171	182	70
61	118	30
164	88	36
211	123	48
82	141	67
35	184	86
89	114	27
174	125	32
186	146	41
61	191	84
86	183	84
87	181	58
78	153	71
38	148	57
69	193	86
206	99	52
169	180	78
209	160	63
176	188	48
68	96	58
35	179	73
70	141	30
186	159	42
87	182	88
187	173	59
194	157	75
60	197	89
226	149	58
187	141	23
184	191	53
105	61	59
214	130	51
90	85	34
62	122	61
195	150	50
154	154	20
100	150	73
203	148	38
82	109	32
201	152	24
81	166	32
206	185	58
