308	292	33
322	184	29
324	293	40
217	276	62
236	264	55
216	156	49
322	277	54
216	256	18
208	268	19
218	257	16
202	195	51
167	276	57
313	281	40
208	249	18
199	272	37
228	175	28
171	284	56
335	287	39
163	285	60
305	299	57
175	251	28
185	294	36
196	291	32
333	172	42
328	305	59
341	236	31
315	209	34
200	299	49
167	245	38
339	294	57
335	248	18
229	236	12
335	277	51
193	307	63
189	288	33
160	254	52
179	232	47
304	283	38
306	294	48
308	225	22
222	274	36
205	248	11
204	293	29
188	188	39
338	300	59
213	182	35
302	305	52
333	213	25
303	255	14
322	216	35
188	246	35
308	294	25
165	278	58
341	237	32
218	261	13
318	294	30
335	271	22
198	293	30
218	282	63
328	276	55
177	268	40
338	256	46
223	257	17
330	300	60
220	286	35
196	178	55
344	224	41
173	237	36
204	176	47
303	273	20
334	260	41
360	207	45
333	275	26
327	296	54
305	305	64
192	233	45
336	256	48
193	275	24
332	165	46
346	263	46
333	256	31
346	251	45
163	282	50
304	303	39
306	277	49
196	291	36
183	178	55
223	176	36
182	274	38
184	224	26
301	293	26
196	224	25
183	233	24
196	274	25
348	265	47
359	222	34
305	300	51
306	293	47
172	276	49
217	182	30
235	263	35
229	264	22
207	271	18
303	235	12
326	295	27
323	311	62
214	192	41
182	295	48
186	283	45
187	272	43
164	240	46
356	249	30
212	225	19
187	228	48
301	307	53
345	287	52
340	201	29
310	161	37
235	249	64
207	277	23
335	265	26
336	218	44
341	197	36
211	268	27
323	234	39
186	197	50
334	202	41
347	232	38
299	304	63
337	286	44
313	261	28
203	276	20
202	300	38
299	305	60
333	258	17
217	155	50
206	180	60
309	290	34
315	218	36
183	209	38
332	291	47
206	280	61
214	169	37
300	274	14
203	175	48
170	277	46
169	238	34
295	312	62
222	254	59
302	306	46
209	167	42
195	269	20
181	291	47
193	211	33
306	270	21
198	177	43
344	211	31
182	295	41
155	273	59
343	285	50
326	290	29
230	264	45
215	247	56
335	222	26
168	234	54
208	257	14
177	186	42
360	235	49
172	277	50
314	302	37
181	305	64
321	278	21
301	309	55
345	232	37
156	248	53
310	271	23
363	191	54
306	292	56
324	265	24
220	268	48
168	273	43
297	303	43
323	199	36
199	178	57
332	250	50
327	290	57
215	291	61
178	263	30
194	280	28
290	307	44
315	189	32
352	259	50
307	265	13
222	278	41
345	223	25
303	187	27
326	295	35
198	173	44
311	296	28
301	290	29
194	278	39
164	195	55
351	187	49
312	288	35
202	276	27
194	225	23
209	166	45
355	211	47
216	263	30
354	211	48
209	292	54
302	194	26
191	302	54
338	278	36
227	150	45
188	307	50
305	307	42
302	303	61
307	269	11
309	292	43
197	258	21
196	290	41
198	176	58
213	183	40
189	242	52
203	265	31
342	259	22
314	242	17
210	269	15
225	249	61
199	308	58
331	263	16
229	268	50
219	196	22
352	235	52
184	276	57
311	282	41
180	251	31
341	275	19
349	286	53
308	213	24
238	251	17
193	276	21
367	239	48
335	292	56
221	251	53
184	177	52
335	291	58
352	260	49
215	296	40
314	274	17
327	249	54
346	265	41
211	292	31
222	268	24
290	177	28
188	241	21
358	246	28
314	245	16
343	247	20
306	171	33
220	293	42
179	300	53
183	274	29
318	276	42
353	266	38
311	275	15
291	170	30
338	288	43
329	235	20
353	243	51
235	161	34
228	258	14
169	286	59
239	263	49
195	290	60
166	201	55
343	262	44
213	195	26
217	239	9
339	253	33
305	297	58
332	167	43
326	306	58
339	199	40
335	263	19
305	315	59
308	299	32
230	178	27
203	297	60
225	271	25
319	287	45
219	270	16
306	294	36
204	165	54
320	172	34
312	180	35
191	270	44
171	286	51
189	302	55
