 358	 307	 72	
 241	 298	 78	
 231	 299	 38	
 234	 259	 80	
 211	 268	 48	
 234	 305	 36	
 191	 239	 56	
 368	 253	 40	
 169	 292	 83	
 245	 279	 85	
 380	 286	 78	
 228	 280	 86	
 253	 267	 31	
 207	 252	 68	
 354	 297	 42	
 248	 261	 23	
 180	 287	 80	
 332	 274	 70	
 211	 301	 84	
 388	 270	 52	
 237	 299	 30	
 397	 248	 75	
 216	 281	 81	
 352	 313	 56	
 221	 301	 63	
 363	 302	 62	
 350	 308	 49	
 224	 297	 34	
 192	 191	 58	
 239	 295	 90	
 212	 272	 47	
 183	 249	 70	
 239	 297	 56	
 168	 251	 69	
 354	 302	 87	
 245	 259	 36	
 222	 275	 25	
 196	 307	 84	
 219	 309	 64	
 210	 305	 67	
 215	 275	 65	
 339	 232	 31	
 333	 259	 27	
 177	 260	 50	
 390	 266	 60	
 189	 219	 64	
 386	 279	 72	
 217	 234	 64	
 246	 302	 54	
 222	 296	 32	
 377	 223	 60	
 228	 290	 43	
 197	 262	 54	
 375	 283	 63	
 188	 268	 63	
 337	 252	 33	
 233	 311	 56	
 397	 247	 77	
 189	 276	 64	
 261	 286	 47	
 361	 270	 50	
 208	 249	 74	
 249	 262	 21	
 167	 224	 71	
 197	 224	 43	
 208	 297	 81	
 205	 247	 56	
 403	 248	 67	
 332	 275	 68	
 200	 295	 46	
 339	 283	 30	
 351	 297	 60	
 348	 306	 74	
 342	 235	 39	
 184	 298	 71	
 235	 307	 40	
 193	 298	 57	
 168	 235	 71	
 212	 292	 37	
 221	 297	 65	
 327	 294	 49	
 225	 256	 41	
 219	 256	 29	
 204	 211	 51	
 215	 307	 61	
 334	 280	 66	
 245	 301	 36	
 231	 268	 23	
 197	 232	 47	
 236	 262	 20	
 326	 292	 51	
 387	 240	 57	
 383	 290	 62	
 233	 274	 27	
 339	 247	 32	
 334	 282	 59	
 213	 312	 82	
 394	 262	 73	
 217	 239	 39	
 392	 262	 91	
 198	 310	 67	
 330	 262	 26	
 337	 281	 34	
 221	 292	 84	
 345	 303	 79	
 359	 312	 65	
 350	 292	 73	
 338	 278	 77	
 262	 283	 34	
 375	 299	 86	
 171	 259	 66	
 345	 255	 25	
 343	 287	 82	
 387	 240	 57	
 337	 284	 73	
 376	 274	 44	
 255	 278	 42	
 232	 313	 73	
 341	 305	 47	
 265	 274	 35	
 187	 233	 63	
 246	 297	 67	
 190	 224	 63	
 192	 247	 69	
 341	 282	 22	
 352	 292	 87	
 247	 274	 79	
 346	 296	 85	
 196	 311	 77	
 186	 276	 50	
 196	 297	 77	
 355	 300	 57	
 234	 274	 27	
 343	 271	 42	
 199	 274	 66	
 203	 307	 61	
 218	 292	 83	
 211	 308	 41	
 257	 276	 52	
 351	 212	 42	
 189	 253	 71	
 178	 292	 70	
 215	 297	 57	
 335	 291	 56	
 219	 309	 44	
 208	 285	 50	
 234	 315	 59	
 351	 308	 62	
 347	 246	 28	
 377	 265	 58	
 375	 231	 50	
 334	 294	 36	
 235	 275	 24	
 324	 269	 27	
 205	 313	 65	
 236	 298	 33	
 345	 247	 35	
 202	 302	 48	
 348	 307	 75	
 218	 272	 70	
 228	 310	 36	
 233	 279	 83	
 390	 282	 77	
 356	 285	 46	
 367	 302	 59	
 343	 251	 29	
 218	 236	 74	
 241	 294	 57	
 214	 292	 80	
 382	 288	 84	
 175	 266	 77	
 217	 305	 88	
 339	 272	 21	
 231	 307	 43	
 346	 304	 52	
 199	 210	 53	
 243	 251	 24	
 358	 247	 34	
 385	 289	 93	
 234	 259	 22	
 205	 308	 58	
 347	 277	 31	
 388	 272	 70	
 227	 292	 28	
 355	 256	 36	
 237	 292	 86	
 367	 285	 48	
 205	 310	 71	
 394	 275	 90	
 202	 214	 50	
 248	 271	 77	
 236	 289	 68	
 393	 252	 65	
 229	 302	 57	
 242	 261	 32	
 351	 297	 59	
 210	 230	 52	
 220	 279	 32	
 238	 298	 31	
 198	 232	 47	
 164	 244	 74	
 372	 308	 71	
 200	 294	 41	
 336	 285	 79	
 191	 288	 51	
 340	 273	 89	
 358	 299	 58	
 355	 300	 57	
 395	 275	 71	
 185	 201	 60	
 261	 271	 30	
 183	 221	 54	
 207	 264	 36	
 228	 300	 86	
 338	 244	 28	
 249	 275	 25	
 211	 278	 40	
 379	 277	 74	
 342	 280	 71	
 347	 248	 37	
 347	 304	 51	
 213	 291	 36	
 380	 286	 89	
 190	 311	 89	
 226	 312	 47	
 221	 307	 84	
 346	 296	 85	
 355	 266	 26	
 189	 219	 61	
 373	 253	 47	
 339	 258	 23	
 213	 281	 57	
 376	 287	 53	
 356	 287	 29	
 351	 303	 93	
 369	 289	 40	
 207	 307	 75	
 330	 290	 54	
 375	 293	 47	
 236	 247	 28	
 370	 297	 83	
 220	 242	 75	
 238	 290	 73	
 334	 273	 24	
 348	 289	 44	
 260	 271	 33	
 197	 254	 44	
 219	 304	 73	
 217	 247	 74	
 362	 275	 45	
 348	 289	 78	
 369	 219	 46	
 376	 305	 63	
 250	 276	 23	
 354	 294	 88	
 204	 293	 63	
 340	 273	 83	
 211	 296	 43	
 220	 209	 58	
 350	 202	 50	
 233	 284	 44	
 345	 297	 40	
 250	 267	 20	
 377	 222	 60	
 210	 298	 85	
 201	 240	 55	
 215	 306	 60	
 195	 225	 48	
 226	 270	 26	
 332	 274	 28	
 235	 176	 56	
 180	 244	 54	
 352	 312	 51	
 182	 279	 52	
 351	 291	 77	
 345	 302	 81	
 364	 284	 36	
 221	 216	 65	
 376	 266	 56	
 388	 285	 66	
 213	 318	 78	
 349	 192	 48	
 189	 228	 62	
 361	 254	 41	
 173	 241	 56	
 340	 280	 38	
 370	 285	 49	
 336	 309	 58	
 203	 276	 52	
 239	 309	 73	
 195	 226	 47	
 249	 294	 42	
 256	 269	 38	
 397	 258	 76	
 355	 284	 30	
 353	 292	 38	
 358	 285	 91	
 356	 264	 34	
 344	 273	 86	
 244	 253	 27	
