225	122	46
69	110	45
37	132	68
54	180	33
174	179	40
234	152	76
194	165	13
230	100	80
95	166	25
44	106	56
54	132	50
97	170	55
87	153	36
106	162	51
195	153	65
181	173	10
64	169	17
216	170	78
95	165	53
182	167	27
68	142	39
79	132	20
83	167	29
187	147	29
71	99	35
71	139	22
209	185	34
84	168	67
200	173	18
177	180	73
89	84	41
196	141	14
219	152	34
67	195	57
96	79	66
62	94	48
196	163	55
192	188	69
95	133	16
47	126	32
193	165	14
212	127	25
224	93	59
220	93	60
96	162	68
83	166	48
155	148	16
101	139	71
223	173	62
185	179	31
58	88	48
121	136	80
208	194	56
28	148	65
50	104	41
214	147	42
210	186	46
75	106	30
183	193	60
82	191	51
183	125	33
173	140	21
176	86	45
56	130	36
95	76	65
226	93	64
105	164	55
98	125	21
95	150	11
217	122	49
68	143	32
32	92	75
108	151	79
195	170	31
238	116	71
211	111	51
51	77	78
82	76	49
38	115	59
104	168	48
95	170	11
224	152	41
50	99	56
101	165	45
184	171	36
199	184	73
215	156	64
42	98	68
198	181	48
33	101	69
221	152	73
213	134	26
170	187	53
96	144	16
48	172	37
47	131	55
213	141	73
84	157	43
76	170	59
183	95	41
91	184	77
175	150	80
177	193	68
58	176	35
77	123	42
90	138	29
101	166	62
41	92	71
181	176	72
219	159	47
184	81	52
196	153	22
69	73	73
87	79	43
181	168	26
80	74	73
96	77	64
185	180	30
68	190	52
191	170	54
62	171	20
218	157	38
50	147	30
215	106	59
196	140	31
100	73	68
58	168	36
226	163	43
206	166	55
190	177	66
105	162	50
81	115	50
52	122	34
55	116	42
173	186	57
222	161	68
223	105	60
171	168	10
185	105	42
206	147	41
192	162	20
109	67	68
83	192	32
99	152	28
191	169	35
224	134	37
45	168	44
212	154	48
185	79	39
194	97	39
83	74	48
175	68	56
205	187	75
205	99	60
49	137	39
223	125	66
99	153	21
172	125	16
202	141	23
94	151	33
68	171	31
90	154	9
218	117	48
168	156	18
191	172	22
179	68	54
218	168	66
235	151	78
173	189	48
217	73	90
108	168	47
50	131	34
97	175	38
87	98	46
101	153	16
219	101	70
174	149	16
72	112	42
202	192	64
223	142	38
49	120	51
25	138	63
190	147	70
208	176	72
59	169	24
175	182	28
98	159	69
213	175	48
49	137	50
64	146	63
198	189	44
195	173	25
91	153	42
85	116	40
225	87	80
81	167	50
234	144	57
226	125	35
67	96	48
56	163	45
59	146	23
94	97	41
224	94	68
65	194	56
74	125	36
66	89	39
219	175	60
52	163	57
206	117	58
208	133	74
76	186	60
36	112	58
177	161	19
218	97	51
77	102	44
86	168	15
218	123	28
216	168	65
91	143	10
210	159	67
81	176	16
36	133	54
220	101	46
89	163	26
217	160	48
92	148	20
38	175	53
183	195	50
101	154	16
86	164	16
81	170	22
169	151	11
89	101	42
68	139	52
61	170	44
97	145	18
30	125	70
168	120	19
194	147	21
172	159	7
44	110	62
50	166	65
206	176	71
228	93	83
198	189	43
87	104	31
86	145	18
182	168	45
67	133	50
72	154	17
204	108	56
68	87	48
194	119	25
67	67	77
58	82	51
201	186	39
101	164	74
207	101	55
48	104	42
34	151	65
217	123	48
33	131	55
197	131	37
72	126	28
56	157	47
43	178	66
205	165	19
187	82	43
95	150	32
81	127	40
182	192	65
82	112	40
42	140	38
180	151	21
177	177	29
173	170	18
60	143	40
172	174	28
86	127	32
40	158	39
194	180	20
189	81	46
69	116	59
96	181	27
40	111	63
66	134	17
183	183	36
93	154	7
68	151	26
178	155	6
201	140	22
77	146	29
183	152	24
38	132	69
208	181	26
77	103	44
192	120	38
181	90	48
202	141	30
164	130	16
