 169	 207	 72	
 204	 168	 82	
 195	 159	 81	
 325	 312	 83	
 152	 232	 52	
 229	 296	 88	
 215	 270	 26	
 346	 241	 44	
 320	 298	 90	
 236	 261	 91	
 307	 185	 56	
 207	 154	 91	
 352	 249	 38	
 236	 270	 71	
 148	 228	 46	
 209	 267	 31	
 328	 301	 84	
 155	 268	 70	
 321	 300	 91	
 224	 191	 54	
 319	 300	 52	
 385	 266	 76	
 213	 290	 86	
 330	 193	 58	
 197	 277	 67	
 346	 290	 65	
 210	 241	 27	
 313	 276	 30	
 197	 290	 60	
 353	 235	 57	
 161	 277	 72	
 349	 278	 46	
 325	 302	 74	
 210	 293	 59	
 227	 292	 96	
 195	 317	 90	
 225	 274	 33	
 321	 259	 25	
 376	 282	 68	
 184	 177	 70	
 346	 289	 66	
 207	 201	 39	
 320	 284	 34	
 289	 169	 54	
 359	 283	 61	
 194	 171	 67	
 361	 257	 58	
 210	 211	 47	
 206	 165	 87	
 339	 277	 40	
 338	 254	 27	
 370	 271	 47	
 219	 259	 82	
 198	 180	 66	
 227	 166	 87	
 224	 271	 40	
 167	 246	 60	
 217	 291	 81	
 330	 219	 35	
 185	 162	 88	
 235	 183	 54	
 390	 224	 75	
 367	 282	 60	
 210	 303	 85	
 202	 213	 36	
 190	 197	 37	
 309	 258	 35	
 145	 223	 51	
 351	 244	 37	
 176	 270	 51	
 182	 296	 74	
 318	 292	 44	
 345	 250	 31	
 365	 199	 66	
 372	 227	 45	
 168	 187	 63	
 334	 201	 39	
 158	 237	 42	
 201	 236	 69	
 369	 271	 73	
 331	 182	 45	
 344	 220	 37	
 199	 287	 66	
 379	 222	 79	
 138	 233	 64	
 313	 188	 55	
 356	 266	 42	
 185	 290	 89	
 150	 250	 49	
 362	 258	 54	
 325	 303	 59	
 221	 286	 66	
 217	 233	 35	
 329	 289	 67	
 305	 277	 38	
 355	 231	 36	
 353	 271	 74	
 356	 264	 43	
 324	 311	 96	
 381	 202	 81	
 213	 231	 34	
 210	 222	 33	
 319	 313	 91	
 185	 171	 66	
 154	 267	 69	
 195	 175	 72	
 205	 306	 78	
 182	 196	 42	
 331	 285	 28	
 229	 273	 55	
 318	 245	 32	
 221	 296	 83	
 179	 232	 57	
 229	 272	 34	
 194	 248	 32	
 204	 257	 78	
 204	 280	 47	
 198	 233	 77	
 284	 173	 51	
 184	 281	 41	
 336	 244	 29	
 260	 159	 68	
 343	 313	 86	
 352	 228	 53	
 324	 263	 31	
 371	 294	 84	
 393	 205	 82	
 228	 268	 89	
 324	 276	 39	
 401	 239	 82	
 327	 304	 50	
 312	 241	 29	
 373	 225	 69	
 343	 251	 27	
 204	 171	 61	
 188	 293	 48	
 379	 283	 87	
 194	 190	 46	
 370	 202	 64	
 317	 302	 65	
 318	 310	 73	
 201	 275	 64	
 207	 232	 30	
 197	 241	 76	
 380	 229	 54	
 352	 170	 63	
 193	 241	 29	
 178	 282	 65	
 338	 231	 32	
 344	 285	 59	
 345	 315	 88	
 365	 227	 51	
 343	 170	 67	
 328	 260	 33	
 198	 296	 43	
 169	 275	 40	
 228	 243	 40	
 153	 260	 73	
 359	 295	 53	
 326	 254	 24	
 396	 241	 72	
 188	 215	 43	
 203	 162	 86	
 351	 297	 79	
 302	 190	 47	
 364	 282	 88	
 199	 301	 42	
 319	 283	 37	
 318	 303	 80	
 370	 177	 75	
 193	 166	 73	
 319	 285	 33	
 185	 166	 84	
 156	 293	 82	
 360	 303	 93	
 195	 264	 29	
 367	 269	 48	
 195	 227	 39	
 241	 178	 53	
 180	 269	 31	
 365	 291	 56	
 325	 167	 65	
 233	 259	 35	
 352	 228	 41	
 188	 253	 28	
 383	 296	 94	
 325	 169	 66	
 141	 247	 80	
 307	 191	 46	
 187	 279	 62	
 368	 243	 40	
 223	 165	 61	
 254	 165	 60	
 197	 195	 59	
 329	 195	 40	
 221	 259	 38	
 321	 298	 49	
 373	 224	 77	
 379	 279	 71	
 222	 283	 46	
 217	 296	 80	
 184	 191	 71	
 332	 185	 61	
 245	 169	 58	
 363	 214	 58	
 355	 304	 62	
 164	 216	 55	
 312	 212	 41	
 375	 290	 92	
 208	 248	 35	
 332	 289	 32	
 324	 304	 56	
 196	 281	 37	
 368	 208	 71	
 351	 228	 42	
