 296	 301	 65	
 297	 305	 72	
 320	 279	 21	
 174	 270	 72	
 190	 304	 53	
 289	 282	 20	
 299	 212	 31	
 207	 302	 47	
 300	 300	 76	
 218	 305	 76	
 300	 247	 23	
 229	 136	 76	
 324	 273	 75	
 327	 214	 43	
 194	 154	 65	
 208	 276	 22	
 300	 313	 39	
 210	 305	 72	
 193	 156	 64	
 217	 194	 54	
 294	 279	 16	
 234	 257	 68	
 287	 289	 74	
 186	 297	 56	
 233	 270	 62	
 206	 269	 61	
 351	 255	 38	
 203	 281	 54	
 191	 257	 24	
 230	 282	 58	
 304	 288	 15	
 224	 216	 31	
 238	 248	 16	
 183	 250	 66	
 353	 206	 57	
 326	 201	 34	
 168	 239	 75	
 193	 190	 40	
 335	 227	 37	
 188	 154	 63	
 171	 186	 64	
 323	 222	 25	
 293	 311	 43	
 214	 206	 41	
 303	 306	 53	
 192	 285	 58	
 332	 300	 62	
 295	 290	 24	
 327	 268	 21	
 331	 304	 44	
 356	 254	 76	
 311	 185	 35	
 344	 257	 49	
 337	 285	 27	
 347	 235	 62	
 307	 237	 30	
 261	 174	 44	
 341	 247	 58	
 220	 135	 71	
 191	 235	 22	
 220	 244	 23	
 328	 278	 30	
 324	 306	 67	
 324	 305	 29	
 311	 323	 65	
 178	 240	 29	
 301	 268	 73	
 337	 288	 35	
 308	 299	 26	
 329	 264	 29	
 354	 235	 51	
 165	 240	 42	
 308	 311	 35	
 183	 236	 67	
 335	 301	 47	
 227	 152	 72	
 331	 222	 32	
 338	 273	 62	
 235	 286	 37	
 341	 265	 48	
 209	 283	 18	
 206	 254	 17	
 336	 199	 46	
 334	 305	 63	
 323	 262	 22	
 192	 192	 48	
 217	 169	 42	
 219	 261	 13	
 210	 284	 35	
 342	 248	 24	
 351	 264	 33	
 303	 173	 46	
 302	 254	 24	
 219	 265	 50	
 201	 239	 30	
 186	 298	 57	
 324	 289	 61	
 184	 294	 41	
 206	 232	 19	
 331	 268	 28	
 218	 216	 23	
 230	 157	 66	
 227	 165	 46	
 164	 241	 81	
 222	 241	 18	
 169	 248	 40	
 224	 241	 20	
 297	 260	 11	
 350	 267	 63	
 293	 305	 66	
 346	 279	 69	
 235	 256	 19	
 184	 194	 38	
 330	 302	 30	
 294	 309	 40	
 347	 259	 72	
 190	 220	 25	
 183	 247	 23	
 234	 259	 22	
 251	 174	 49	
 224	 235	 68	
 336	 173	 52	
 188	 252	 45	
 182	 274	 28	
 300	 236	 21	
 313	 231	 25	
 206	 195	 39	
 236	 263	 17	
 333	 258	 71	
 233	 129	 74	
 330	 283	 43	
 222	 288	 35	
 326	 301	 71	
 208	 287	 36	
 243	 265	 21	
 341	 254	 64	
 332	 275	 38	
 188	 263	 29	
 190	 293	 38	
 324	 295	 22	
 200	 152	 74	
 191	 190	 49	
 286	 261	 17	
 174	 259	 28	
 201	 298	 66	
 315	 276	 13	
 219	 268	 16	
 241	 254	 24	
 297	 308	 54	
 301	 317	 60	
 349	 250	 53	
 199	 193	 33	
 341	 274	 25	
 218	 165	 57	
 255	 170	 52	
 203	 266	 19	
 351	 225	 63	
 199	 293	 40	
 162	 239	 41	
 334	 208	 33	
 209	 225	 44	
 224	 303	 44	
 225	 173	 37	
 335	 303	 65	
 314	 307	 46	
 223	 269	 74	
 341	 266	 70	
 309	 316	 49	
 235	 245	 26	
 230	 289	 33	
 325	 299	 28	
 326	 306	 68	
 322	 215	 28	
 180	 220	 73	
 296	 310	 77	
 176	 223	 38	
 342	 251	 50	
 234	 186	 50	
 163	 234	 58	
 315	 263	 27	
 224	 285	 21	
 293	 190	 39	
 189	 185	 65	
 304	 255	 15	
 323	 272	 60	
 186	 216	 49	
 203	 277	 28	
 355	 222	 41	
 170	 295	 76	
 320	 190	 45	
 224	 210	 28	
 217	 170	 52	
 348	 276	 38	
 220	 271	 36	
 188	 221	 78	
 296	 241	 16	
 194	 263	 70	
 216	 167	 64	
 326	 267	 20	
 298	 290	 59	
 343	 205	 44	
 172	 223	 59	
 186	 226	 35	
 339	 271	 26	
 342	 264	 44	
 224	 304	 43	
 228	 182	 51	
 326	 240	 51	
 222	 306	 69	
 188	 308	 65	
 191	 299	 70	
 226	 250	 15	
 197	 163	 56	
 220	 276	 16	
 204	 267	 18	
 338	 157	 59	
 196	 162	 55	
 209	 225	 45	
 197	 299	 77	
 342	 283	 41	
 354	 218	 40	
 300	 239	 22	
 200	 283	 24	
 206	 297	 65	
 247	 190	 38	
 206	 308	 52	
 222	 255	 32	
 345	 284	 78	
 237	 190	 37	
 234	 135	 75	
 209	 304	 73	
 240	 156	 60	
 231	 268	 31	
 190	 179	 47	
 290	 308	 58	
 213	 310	 55	
 209	 246	 25	
 213	 239	 82	
 294	 306	 48	
 175	 204	 70	
 304	 321	 55	
 322	 285	 25	
 309	 186	 41	
 353	 267	 77	
 233	 149	 68	
 189	 248	 37	
 314	 191	 40	
 192	 274	 43	
 330	 181	 49	
 350	 206	 37	
 204	 309	 49	
 324	 205	 32	
 181	 214	 30	
 301	 208	 35	
 236	 257	 20	
 243	 144	 70	
 211	 265	 14	
 342	 284	 39	
 328	 294	 33	
 211	 277	 25	
 294	 277	 19	
 205	 301	 50	
 212	 160	 53	
 307	 282	 18	
 309	 287	 34	
 192	 152	 59	
 192	 147	 76	
 186	 282	 34	
 325	 255	 19	
 206	 299	 30	
 308	 299	 23	
 344	 243	 31	
 237	 175	 40	
 318	 308	 56	
 308	 285	 32	
 346	 230	 56	
 304	 258	 11	
 304	 310	 37	
 304	 265	 9	
 330	 220	 42	
 222	 304	 63	
 199	 191	 34	
 293	 304	 64	
 226	 269	 25	
 193	 298	 51	
 312	 239	 19	
 173	 210	 57	
 211	 193	 53	
 227	 228	 26	
 217	 290	 41	
 226	 163	 55	
 304	 315	 51	
 167	 216	 46	
 325	 306	 69	
 206	 256	 47	
 315	 316	 45	
 175	 241	 80	
 322	 241	 27	
 326	 247	 18	
 230	 286	 38	
