310	288	29
322	184	29
328	287	35
217	277	57
235	265	52
216	157	49
324	275	50
216	254	17
208	265	17
219	255	15
203	196	49
166	272	53
317	278	37
209	246	17
199	268	34
226	174	28
170	281	51
339	281	35
163	281	56
306	299	52
176	247	27
186	289	33
197	287	29
332	174	41
330	303	54
339	232	31
315	208	33
199	297	45
168	240	36
340	292	53
333	242	18
231	235	11
338	274	47
192	306	57
190	283	30
161	250	48
181	229	44
306	280	35
307	292	43
308	222	22
224	272	33
206	246	11
205	290	26
191	187	38
339	298	54
212	181	35
303	302	47
330	210	25
304	252	13
322	213	34
189	242	34
310	289	22
165	274	54
339	232	31
219	259	12
321	289	26
337	263	21
200	289	27
217	282	57
329	274	51
178	263	37
340	252	42
224	254	16
331	297	55
221	283	32
197	178	54
341	220	39
176	232	35
204	177	46
305	268	18
337	254	38
357	206	42
336	268	24
329	294	49
306	305	58
194	231	42
338	252	44
193	269	22
332	167	44
348	260	42
334	250	29
346	247	41
163	277	46
307	300	34
307	275	46
196	287	33
185	177	54
222	176	36
183	269	35
187	221	26
302	289	22
198	222	25
186	228	24
196	268	23
351	261	42
356	215	33
306	299	47
308	290	42
172	272	46
216	182	30
236	262	32
229	262	20
208	267	17
304	232	12
329	288	23
323	309	56
214	192	40
182	290	43
186	278	40
188	268	39
166	235	43
355	242	29
209	224	19
189	226	45
303	303	48
348	282	47
337	199	29
314	164	37
233	250	60
207	273	21
336	258	24
335	217	41
339	195	36
211	265	25
324	232	37
186	193	48
332	201	40
346	227	36
300	305	57
340	280	39
315	258	26
203	272	18
203	297	35
300	305	55
332	253	16
217	155	50
205	180	58
312	286	30
315	215	35
186	206	37
333	286	43
205	279	56
214	169	37
302	271	13
204	176	47
171	271	42
172	233	33
295	311	56
220	254	55
304	302	40
209	169	42
196	264	19
181	285	42
195	208	33
307	265	19
199	177	42
340	207	31
182	289	37
155	269	55
346	280	46
329	285	25
230	264	41
215	247	52
332	218	26
170	232	50
209	255	13
181	186	41
360	231	46
172	272	46
317	297	32
181	303	58
324	270	19
302	307	50
345	228	36
158	245	49
313	265	21
361	189	52
307	292	52
326	259	22
220	267	44
170	267	40
300	299	37
322	198	35
199	180	56
333	247	47
328	287	52
215	292	56
178	257	28
193	275	26
292	303	38
316	189	31
353	255	46
308	262	12
223	276	37
341	219	25
305	187	27
330	289	31
199	174	43
313	290	24
303	286	26
195	274	36
167	192	53
350	185	48
314	283	31
202	271	25
194	224	23
208	168	44
353	211	44
216	261	28
353	211	44
209	291	50
303	193	26
190	299	49
341	271	33
225	151	45
188	304	45
308	303	36
302	303	56
308	266	10
312	288	38
198	254	20
196	285	37
198	179	56
212	184	39
190	239	48
203	261	29
342	251	21
315	239	17
211	266	14
223	250	57
197	306	53
331	257	15
229	268	47
217	196	22
352	232	49
183	273	52
314	279	37
180	247	29
343	267	18
351	282	49
309	212	24
240	248	16
193	270	19
366	235	44
337	290	52
221	251	49
186	178	51
335	288	53
353	255	46
215	294	36
315	269	16
329	247	50
348	258	37
213	288	28
221	266	22
291	177	28
189	239	21
355	239	27
314	243	16
341	239	20
306	171	33
220	291	38
178	296	48
183	268	27
321	272	39
356	258	35
312	272	14
294	171	30
341	282	38
327	231	20
353	240	48
232	161	34
229	256	13
168	283	55
239	263	46
194	288	55
169	199	53
346	257	40
212	193	27
218	238	9
340	247	31
307	294	52
332	170	41
326	304	53
337	197	39
336	256	18
305	314	54
310	295	28
227	177	27
202	296	55
224	269	23
320	283	39
220	268	15
309	289	32
204	167	53
320	173	34
313	180	35
192	266	40
173	280	47
188	299	50
